fighter_name,sex,birth_date,age,status,death_date,location,country,height,weight,weight_class,wins,wins_ko,wins_submission,wins_decision,wins_other,losses,losses_ko,losses_submission,losses_decision,losses_other,draws,pro_mma,pro_boxing,pro_kickboxing,pro_muay_thai,pro_karate,pro_taekwondo,pro_wrestling,pro_bjj,pro_judo,pro_sambo,win_loss_ratio
Cortez Coleman,Male,1976-04-16,49.0,Active,,United States,United States,"6'3""",265,Heavyweight,11,7,2,2,0,6,3,1,2,0,0,True,False,False,False,False,False,False,False,False,False,1.5714285714285714
Cortez Phelia,Male,1991-03-11,35.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Cortney Casey,Male,1987-05-04,39.0,Active,,Arizona/United States,United States,"5'8""",115,Strawweight,10,2,2,6,0,10,3,2,5,0,0,True,False,False,False,False,False,False,False,False,False,0.9090909090909091
Cory Galloway,Male,1990-08-19,35.0,Active,,United States,United States,"6'1""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Cory Hendricks,Male,1991-06-27,34.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Cory McKenna,Male,1999-02-11,27.0,Active,,Wales/United Kingdom,United Kingdom,"5'3""",115,Strawweight,8,1,2,5,0,4,1,1,2,0,0,True,False,False,False,False,False,False,False,False,False,1.6
Cory Sandhagen,Male,1992-04-20,34.0,Active,,Colorado/United States,United States,"5'11""",135,Bantamweight,16,7,3,6,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,3.2
Cory Tait,Male,1989-12-09,36.0,Active,,Canada,Canada,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Cory Walmsley,Male,1993-07-02,32.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Cosmo Alexandre,Male,1982-04-12,44.0,Active,,Brazil,Brazil,"6'1""",185,Middleweight,8,4,1,3,0,2,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,2.6666666666666665
Costas Philippou,Male,1979-11-20,46.0,Active,,Cyprus,Cyprus,"6'0""",185,Middleweight,13,7,1,5,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,2.6
Costello van Steenis,Male,1994-04-29,31.0,Active,,Netherlands,Netherlands,"6'3""",185,Middleweight,14,8,2,4,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,3.5
Court McGee,Male,1984-03-12,42.0,Active,,Utah/United States,United States,"5'11""",170,Welterweight,21,6,6,9,0,12,4,2,6,0,0,True,False,False,False,False,False,False,False,False,False,1.6153846153846154
Courtney Martin,Female,1994-01-17,32.0,Active,,United States,United States,"5'6""",115,Strawweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Courtney Turner,Female,1992-10-22,33.0,Active,,United States,United States,"5'8""",135,Bantamweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Crafton Wallace,Male,1988-09-01,37.0,Active,,United States,United States,"6'0""",170,Welterweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Craig Fairley,Male,1985-06-14,40.0,Active,,Scotland/United Kingdom,United Kingdom,"6'1""",185,Middleweight,6,3,1,2,0,5,2,2,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Craig Hudson,Male,1990-02-09,36.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Craig Plaskett,Male,1987-07-11,38.0,Active,,United States,United States,"6'2""",205,Light Heavyweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Craig Turner,Male,1991-03-29,35.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Craig White,Male,1989-09-28,36.0,Active,,England/United Kingdom,United Kingdom,"5'10""",170,Welterweight,14,5,4,5,0,10,3,3,4,0,0,True,False,False,False,False,False,False,False,False,False,1.2727272727272727
Cristiane Justino,Female,1985-07-09,40.0,Active,,Brazil,Brazil,"5'8""",145,Featherweight,26,20,1,5,0,2,1,1,0,0,0,True,True,False,True,False,False,False,False,False,False,8.666666666666666
Cristiano Kaminishi,Male,1988-01-03,38.0,Active,,Brazil,Brazil,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Cristiano Marcello,Male,1977-07-05,48.0,Active,,Brazil,Brazil,"5'8""",155,Lightweight,13,2,8,3,0,6,1,2,3,0,0,True,False,False,False,False,False,False,False,False,False,1.8571428571428572
Cristiano Souza,Male,1990-10-12,35.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,5,2,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Cub Swanson,Male,1983-11-02,42.0,Active,,California/United States,United States,"5'8""",145,Featherweight,28,13,4,11,0,14,6,1,7,0,0,True,False,False,False,False,False,False,False,False,False,1.8666666666666667
Cung Le,Male,1972-05-25,54.0,Active,,California/United States,United States,"5'10""",185,Middleweight,9,4,2,3,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,2.25
Curt Warburton,Male,1984-06-07,41.0,Active,,England/United Kingdom,United Kingdom,"5'10""",155,Lightweight,13,3,4,6,0,7,3,2,2,0,0,True,False,False,False,False,False,False,False,False,False,1.625
Curtis Blaydes,Male,1991-02-18,35.0,Active,,Illinois/United States,United States,"6'4""",265,Heavyweight,17,12,3,2,0,4,1,1,2,0,0,True,False,False,False,False,False,False,False,False,False,3.4
Curtis Dodge,Male,1988-01-09,38.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Curtis Millender,Male,1987-06-27,39.0,Active,,California/United States,United States,"6'3""",170,Welterweight,18,13,0,5,0,6,3,1,2,0,0,True,False,False,False,False,False,False,False,False,False,2.5714285714285716
Curtis Stout,Male,1992-11-14,33.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Cynthia Calvillo,Female,1987-07-09,38.0,Active,,California/United States,United States,"5'4""",125,Flyweight,9,3,1,5,0,6,1,1,4,0,1,True,False,False,False,False,False,False,False,False,False,1.2857142857142858
Cyril Asker,Male,1985-08-02,40.0,Active,,France,France,"6'3""",265,Heavyweight,11,6,4,1,0,4,1,1,2,0,0,True,False,False,False,False,False,False,False,False,False,2.2
Cyrille Diabate,Male,1976-07-22,49.0,Active,,France,France,"6'2""",205,Light Heavyweight,22,11,4,7,0,11,4,3,4,0,0,True,False,False,False,False,False,False,False,False,False,1.8333333333333333
D.J. Linderman,Male,1989-03-04,37.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Da Eun Jung,Male,1997-04-15,28.0,Active,,South Korea,South Korea,"6'4""",205,Light Heavyweight,15,9,3,3,0,5,3,1,1,0,0,True,False,False,False,False,False,False,False,False,False,2.5
Da Peng Hao,Male,1995-09-18,30.0,Active,,China,China,"5'10""",155,Lightweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Da Un Jung,Male,1993-09-04,32.0,Active,,South Korea,South Korea,"6'4""",205,Light Heavyweight,15,11,2,2,0,4,2,1,1,0,1,True,False,False,False,False,False,False,False,False,False,3.0
Da'Mon Blackshear,Male,1994-09-13,31.0,Active,,Texas/United States,United States,"5'10""",135,Bantamweight,15,3,9,3,0,5,1,2,2,0,0,True,False,False,False,False,False,False,False,False,False,2.5
DaMarques Johnson,Male,1987-09-06,38.0,Active,,United States,United States,"6'1""",170,Welterweight,15,8,2,5,0,11,4,3,4,0,0,True,False,False,False,False,False,False,False,False,False,1.25
Dae Hwan Kim,Male,1990-05-18,36.0,Active,,South Korea,South Korea,"5'9""",155,Lightweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Dae Song Park,Male,1992-12-07,33.0,Active,,South Korea,South Korea,"5'8""",145,Featherweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Daichi Abe,Male,1991-03-13,35.0,Active,,Japan,Japan,"5'7""",145,Featherweight,6,1,3,2,0,5,1,2,2,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Daichi Kitakata,Male,1993-02-16,34.0,Active,,Japan,Japan,"5'8""",145,Featherweight,6,2,2,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.2
Daichi Takenaka,Male,1994-08-21,31.0,Active,,Japan,Japan,"5'6""",135,Bantamweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Daiju Takase,Male,1978-04-10,47.0,Active,,Japan,Japan,"5'10""",185,Middleweight,33,8,18,7,0,26,5,12,9,0,0,True,False,False,False,False,False,False,False,False,False,1.2222222222222223
Dakota Bush,Male,1995-09-08,30.0,Active,,Colorado/United States,United States,"5'11""",155,Lightweight,8,4,2,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.6
Dakota Cochrane,Male,1986-06-18,39.0,Active,,Minnesota/United States,United States,"5'10""",170,Welterweight,32,19,7,6,0,15,7,4,4,0,0,True,False,False,False,False,False,False,False,False,False,2.0
Dakota Zimmerman,Male,1994-01-19,32.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Dalcha Lungiambula,Male,1988-07-04,37.0,Active,,Congo/Congo,Congo,"6'0""",205,Light Heavyweight,13,7,3,3,0,5,2,2,1,0,0,True,False,False,False,False,False,False,False,False,False,2.1666666666666665
Dale Hartt,Male,1987-02-27,39.0,Active,,United States,United States,"6'1""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Dale Mitchell,Male,1991-06-11,34.0,Active,,United States,United States,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Dalton Rosta,Male,2000-01-21,26.0,Active,,Pennsylvania/United States,United States,"6'0""",185,Middleweight,9,4,3,2,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,9.0
Damacio Page,Male,1976-12-14,49.0,Active,,New Mexico/United States,United States,"5'7""",135,Bantamweight,22,7,4,11,0,11,3,2,6,0,0,True,False,False,False,False,False,False,False,False,False,1.8333333333333333
Damian Frankiewicz,Male,1993-10-11,32.0,Active,,Poland,Poland,"5'10""",155,Lightweight,5,2,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Damian Grabowski,Male,1980-05-05,46.0,Active,,Poland,Poland,"6'2""",265,Heavyweight,20,8,7,5,0,6,2,1,3,0,0,True,False,False,False,False,False,False,False,False,False,2.857142857142857
Damian Norris,Male,1990-08-08,35.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Damian Stasiak,Male,1989-09-23,36.0,Active,,Poland,Poland,"5'8""",135,Bantamweight,13,2,8,3,0,7,1,4,2,0,0,True,False,False,False,False,False,False,False,False,False,1.625
Damian Vitale,Male,1985-04-02,40.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Damien Brown,Male,1986-03-14,40.0,Active,,Australia,Australia,"6'2""",265,Heavyweight,17,13,1,3,0,11,7,2,2,0,0,True,False,False,False,False,False,False,False,False,False,1.4166666666666667
Damien Trites,Male,1991-11-02,34.0,Active,,Canada,Canada,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Damir Ferhatbegovic,Male,1988-02-27,38.0,Active,,Bosnia and Herzegovina,Bosnia and Herzegovina,"6'0""",170,Welterweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Damir Hadzovic,Male,1986-10-10,39.0,Active,,Bosnia and Herzegovina,Bosnia and Herzegovina,"5'9""",155,Lightweight,13,4,2,7,0,7,2,2,3,0,0,True,False,False,False,False,False,False,False,False,False,1.625
Damir Ismagulov,Male,1991-02-20,35.0,Active,,Kazakhstan,Kazakhstan,"5'11""",155,Lightweight,24,4,8,12,0,2,0,0,2,0,0,True,False,False,False,False,False,False,False,False,False,8.0
Damon Jackson,Male,1988-11-04,37.0,Active,,Kentucky/United States,United States,"5'11""",145,Featherweight,23,5,11,7,0,6,2,2,2,0,0,True,False,False,False,False,False,False,False,False,False,3.2857142857142856
Dan Bobish,Male,1978-01-02,48.0,Active,,Pennsylvania/United States,United States,"6'4""",265,Heavyweight,12,6,1,5,0,6,3,1,2,0,0,True,False,False,False,False,False,False,False,False,False,1.7142857142857142
Dan Bonnell,Male,1992-07-19,33.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Dan Charles,Male,1982-10-04,43.0,Active,,United States,United States,"6'0""",205,Light Heavyweight,12,8,1,3,0,5,2,1,2,0,0,True,False,False,False,False,False,False,False,False,False,2.0
Dan Christison,Male,1972-12-04,53.0,Active,,California/United States,United States,"6'4""",265,Heavyweight,10,4,3,3,0,12,6,2,4,0,0,True,False,False,False,False,False,False,False,False,False,0.7692307692307693
Dan Cormier,Male,1979-03-20,47.0,Active,,Louisiana/United States,United States,"5'11""",265,Heavyweight,22,10,5,7,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,5.5
Dan Cramer,Male,1987-09-14,38.0,Active,,United States,United States,"6'1""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Dan Evensen,Male,1984-05-06,41.0,Active,,Norway,Norway,"6'3""",205,Light Heavyweight,14,7,2,5,0,9,4,2,3,0,0,True,False,False,False,False,False,False,False,False,False,1.4
Dan Hardy,Male,1982-02-17,44.0,Active,,England/United Kingdom,United Kingdom,"5'8""",170,Welterweight,25,6,3,16,0,10,4,2,4,0,0,True,False,False,False,False,False,False,False,False,False,2.272727272727273
Dan Henderson,Male,1970-08-24,55.0,Retired,,California/United States,United States,"5'11""",205,Light Heavyweight,32,17,2,13,0,15,6,2,7,0,1,True,False,False,False,False,False,False,False,False,False,2.0
Dan Hooker,Male,1990-02-13,36.0,Active,,New Zealand,New Zealand,"6'0""",155,Lightweight,23,12,1,10,0,12,5,2,5,0,0,True,False,False,False,False,False,False,False,False,False,1.7692307692307692
Dan Hornbuckle,Male,1984-06-26,41.0,Active,,United States,United States,"6'1""",170,Welterweight,13,9,1,3,0,8,4,2,2,0,0,True,False,False,False,False,False,False,False,False,False,1.4444444444444444
Dan Ige,Male,1991-08-08,35.0,Active,,Hawaii/United States,United States,"5'7""",145,Featherweight,18,7,1,10,0,9,3,2,4,0,0,True,False,False,False,False,False,False,False,False,False,1.8
Dan Keenan,Male,1993-11-21,32.0,Active,,United States,United States,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Dan Konecke,Male,1990-01-17,36.0,Active,,United States,United States,"6'2""",205,Light Heavyweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Dan Lauzon,Male,1987-05-13,39.0,Active,,Massachusetts/United States,United States,"5'7""",145,Featherweight,17,2,11,4,0,9,3,3,3,0,0,True,False,False,False,False,False,False,False,False,False,1.7
Dan Matala,Male,1991-02-02,35.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Dan Miller,Male,1981-05-02,45.0,Active,,New Jersey/United States,United States,"5'9""",185,Middleweight,14,2,9,3,0,8,2,3,3,0,0,True,False,False,False,False,False,False,False,False,False,1.5555555555555556
Dan Moret,Male,1991-05-04,34.0,Active,,California/United States,United States,"5'9""",155,Lightweight,12,5,2,5,0,6,2,1,3,0,0,True,False,False,False,False,False,False,False,False,False,1.7142857142857142
Dan O'Connor,Male,1988-08-13,37.0,Active,,Ireland,Ireland,"5'10""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Dan Severn,Male,1958-06-08,67.0,Active,,Michigan/United States,United States,"6'3""",265,Heavyweight,101,19,66,16,0,19,2,8,9,0,0,True,False,False,False,False,False,True,False,False,True,5.05
Dan Spohn,Male,1989-04-11,36.0,Active,,United States,United States,"6'1""",205,Light Heavyweight,8,5,1,2,0,6,3,1,2,0,0,True,False,False,False,False,False,False,False,False,False,1.1428571428571428
Dan Vinni,Male,1993-07-06,32.0,Active,,Brazil,Brazil,"5'11""",170,Welterweight,4,2,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Danaa Batgerel,Male,1989-04-04,37.0,Active,,Mongolia,Mongolia,"5'7""",135,Bantamweight,12,7,2,3,0,5,3,1,1,0,0,True,False,False,False,False,False,False,False,False,False,2.0
Danasabe Mohammed,Male,1994-02-14,31.0,Active,,Nigeria,Nigeria,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Dane Bonnigson,Male,1992-09-18,33.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Danie van Heerden,Male,1988-05-23,37.0,Active,,South Africa,South Africa,"6'1""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Daniel Barrera,Male,1991-12-07,34.0,Active,,Mexico,Mexico,"5'10""",155,Lightweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Daniel Carey,Male,1990-03-14,36.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Daniel Cassell,Male,1992-10-02,33.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Daniel Compton,Male,1989-06-18,36.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Daniel Cormier,Male,1979-03-20,47.0,Active,,Louisiana/United States,United States,"5'11""",265,Heavyweight,22,10,5,7,0,3,1,1,1,0,0,True,False,False,False,False,False,True,False,False,False,5.5
Daniel Crawford,Male,1988-02-14,38.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Daniel Downes,Male,1981-04-04,45.0,Active,,Wisconsin/United States,United States,"5'9""",145,Featherweight,10,6,2,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,2.5
