fighter_name,sex,birth_date,age,status,death_date,location,country,height,weight,weight_class,wins,wins_ko,wins_submission,wins_decision,wins_other,losses,losses_ko,losses_submission,losses_decision,losses_other,draws,pro_mma,pro_boxing,pro_kickboxing,pro_muay_thai,pro_karate,pro_taekwondo,pro_wrestling,pro_bjj,pro_judo,pro_sambo
Desmond Green,Male,1988-10-02,37.0,Active,,New York/United States,United States,"5'7""",145,Featherweight,24,5,6,13,0,8,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0
Desmond Torres,Male,1992-03-09,34.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Detchadin Srosirisuphathin,Male,1978-12-10,47.0,Active,,Thailand,Thailand,"5'6""",125,Flyweight,11,4,4,3,0,6,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Devante Sewell,Male,1991-05-19,34.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Devin Clark,Male,1989-03-17,37.0,Active,,South Dakota/United States,United States,"6'0""",205,Light Heavyweight,14,4,2,8,0,8,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0
Devin Powell,Male,1990-08-02,35.0,Active,,California/United States,United States,"5'9""",155,Lightweight,11,3,3,5,0,6,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Devon Brock,Male,1985-06-10,40.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Devonte Smith,Male,1993-05-10,32.0,Active,,Ohio/United States,United States,"5'11""",155,Lightweight,12,11,0,1,0,5,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Devorious Tubbs,Male,1994-09-06,31.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dhiego Lima,Male,1989-01-30,37.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,16,5,5,6,0,9,2,3,4,0,0,1,0,0,0,0,0,0,0,0,0
Di Yuan Huang,Male,1996-03-12,29.0,Active,,China,China,"5'9""",155,Lightweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
DiMarcco Hutchison,Male,1991-11-23,34.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Diana Avsaragova,Female,1998-06-07,27.0,Active,,Russia,Russia,"5'6""",125,Flyweight,6,3,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Diana Belbita,Female,1996-06-14,29.0,Active,,Romania,Romania,"5'7""",125,Flyweight,15,4,3,8,0,8,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0
Diego Barbosa,Male,1992-03-14,33.0,Active,,Brazil,Brazil,"5'9""",155,Lightweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Diego Brandao,Male,1987-05-26,38.0,Active,,Brazil,Brazil,"5'6""",145,Featherweight,24,17,3,4,0,18,7,4,7,0,0,1,0,0,0,0,0,0,0,0,0
Diego Ferreira,Male,1985-01-18,41.0,Active,,Brazil,Brazil,"5'9""",155,Lightweight,18,6,9,3,0,6,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Diego Freitas,Male,1994-08-09,31.0,Active,,Brazil,Brazil,"5'10""",155,Lightweight,6,3,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Diego Garijo,Male,1991-04-21,35.0,Active,,Spain,Spain,"5'9""",155,Lightweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Diego Herzog,Male,1993-07-12,32.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,5,2,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Diego Marlon,Male,1988-06-11,37.0,Active,,Brazil,Brazil,"5'11""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Diego Nunes,Male,1984-01-30,42.0,Active,,Brazil,Brazil,"5'7""",145,Featherweight,22,8,3,11,0,11,3,3,5,0,0,1,0,0,0,0,0,0,0,0,0
Diego Rivas,Male,1986-07-11,39.0,Active,,Chile,Chile,"5'6""",145,Featherweight,8,1,1,6,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Diego Sanchez,Male,1981-12-31,44.0,Active,,New Mexico/United States,United States,"5'7""",155,Lightweight,31,10,8,13,0,13,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0
Diego Saraiva,Male,1992-02-19,34.0,Active,,Brazil,Brazil,"5'8""",145,Featherweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dietter Navarro,Male,1995-09-02,30.0,Active,,Mexico,Mexico,"5'9""",155,Lightweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dieuseul Berto,Male,1994-11-23,31.0,Active,,Haiti,Haiti,"6'1""",185,Middleweight,5,3,1,1,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dileno Lopes,Male,1990-03-27,36.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dillon Danis,Male,1993-08-22,32.0,Active,,New Jersey/United States,United States,"6'0""",170,Welterweight,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Din Thomas,Male,1976-02-08,50.0,Active,,Florida/United States,United States,"5'9""",155,Lightweight,26,8,8,10,0,8,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0
Djamil Chan,Male,1992-06-14,33.0,Active,,Indonesia,Indonesia,"5'7""",145,Featherweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Djatmiko Waluyo,Male,1990-08-19,35.0,Active,,Indonesia,Indonesia,"5'8""",155,Lightweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dmitri Stepanov,Male,1991-10-02,34.0,Active,,Russia,Russia,"6'0""",170,Welterweight,4,2,1,1,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dmitriy Sosnovskiy,Male,1989-01-06,37.0,Active,,Russia,Russia,"6'5""",265,Heavyweight,10,7,2,1,0,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Dmitry Smoliakov,Male,1984-12-27,41.0,Active,,Russia,Russia,"6'3""",265,Heavyweight,9,6,1,2,0,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Doan Birawa,Male,1993-04-09,32.0,Active,,Indonesia,Indonesia,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dodi Mardian,Male,1990-07-12,35.0,Active,,Indonesia,Indonesia,"5'8""",145,Featherweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dokonjonosuke Mishima,Male,1976-07-15,49.0,Active,,Japan,Japan,"5'7""",155,Lightweight,24,9,6,9,0,8,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0
Dom Clark,Male,1991-09-14,34.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dom O'Grady,Male,1987-05-23,38.0,Active,,Ireland,Ireland,"5'11""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Domingo Pilarte,Male,1994-02-11,31.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Domingos Barros,Male,1991-06-19,34.0,Active,,Brazil,Brazil,"6'0""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dominic Clark,Male,1990-10-06,35.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dominic Garcia,Male,1992-03-29,33.0,Active,,United States,United States,"5'8""",145,Featherweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dominic Jones,Male,1987-09-15,38.0,Active,,United States,United States,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dominic Mazzotta,Male,1991-11-04,34.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dominic Sumner,Male,1993-06-12,32.0,Active,,United States,United States,"6'1""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dominic Waters,Male,1989-08-18,36.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dominick Cruz,Male,1985-03-09,41.0,Active,,California/United States,United States,"5'8""",135,Bantamweight,24,3,1,20,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Dominick Reyes,Male,1989-12-26,36.0,Active,,California/United States,United States,"6'4""",205,Light Heavyweight,12,8,2,2,0,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Dominique Steele,Male,1988-11-11,37.0,Active,,United States,United States,"6'2""",185,Middleweight,15,7,4,4,0,9,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0
Dominique Wooding,Male,1994-05-21,31.0,Active,,France,France,"5'7""",135,Bantamweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Don Carlo-Clauss,Male,1990-04-17,35.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Don Frye,Male,1965-11-23,60.0,Active,,Arizona/United States,United States,"6'0""",205,Heavyweight,20,10,1,9,0,8,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Don Madge,Male,1991-02-02,35.0,Active,,South Africa,South Africa,"5'11""",155,Lightweight,10,3,1,6,0,4,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Don Shainis,Male,1993-09-17,32.0,Active,,Connecticut/United States,United States,"5'8""",145,Featherweight,13,4,6,3,0,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Don'Tale Mayes,Male,1992-12-10,33.0,Active,,Texas/United States,United States,"6'6""",265,Heavyweight,10,8,0,2,0,7,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Donald Cerrone,Male,1983-03-29,43.0,Active,,Colorado/United States,United States,"6'1""",155,Lightweight,36,14,17,5,0,17,7,6,4,0,0,1,0,0,0,0,0,0,0,0,0
Donald Sanchez,Male,1989-01-06,37.0,Active,,United States,United States,"6'1""",185,Middleweight,7,3,2,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dong Hyun Kim,Male,1981-11-17,44.0,Active,,South Korea,South Korea,"6'0""",170,Welterweight,22,4,8,10,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Dong Hyun Ma,Male,1990-05-17,36.0,Active,,South Korea,South Korea,"5'8""",145,Featherweight,7,4,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dongi Yang,Male,1994-09-21,31.0,Active,,South Korea,South Korea,"5'9""",155,Lightweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Donnie Bell,Male,1987-07-14,38.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Donnie Chappell,Male,1990-12-08,35.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Donny Walker,Male,1994-06-02,31.0,Active,,United States,United States,"6'1""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Donyiell Winrow,Male,1991-10-29,34.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Doo Ho Choi,Male,1991-09-10,34.0,Active,,South Korea,South Korea,"5'10""",145,Featherweight,14,11,0,3,0,5,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dorian Price,Male,1984-09-17,41.0,Active,,United States,United States,"6'0""",170,Welterweight,12,7,2,3,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Doug Gordon,Male,1992-03-14,33.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Doug Marshall,Male,1984-07-12,41.0,Active,,United States,United States,"6'0""",205,Light Heavyweight,14,6,3,5,0,8,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0
Doug Williams,Male,1989-05-09,36.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Douglas Evans,Male,1991-02-04,35.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Douglas Frey,Male,1987-10-18,38.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Douglas Lima,Male,1988-01-05,38.0,Active,,Brazil,Brazil,"6'1""",170,Welterweight,33,16,5,12,0,11,3,3,5,0,0,1,0,0,0,0,0,0,0,0,0
Douglas Silva de Andrade,Male,1985-09-22,40.0,Active,,Brazil,Brazil,"5'6""",135,Bantamweight,28,7,6,15,0,7,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Dovletdzhan Yagshimuradov,Male,1989-01-12,37.0,Active,,Turkmenistan,Turkmenistan,"6'1""",205,Light Heavyweight,21,14,1,6,0,7,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Doyle Childs,Male,1989-06-03,36.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dragan Tesanovic,Male,1992-11-07,33.0,Active,,Serbia,Serbia,"6'1""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dragos Zubko,Male,1995-04-18,30.0,Active,,Romania,Romania,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Drakkar Klose,Male,1988-03-09,38.0,Active,,Michigan/United States,United States,"5'9""",155,Lightweight,14,4,2,8,0,6,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Drako Rodriguez,Male,1992-05-14,33.0,Active,,Texas/United States,United States,"5'6""",135,Bantamweight,8,4,2,2,0,5,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Drew Dober,Male,1988-10-16,37.0,Active,,Nebraska/United States,United States,"5'8""",155,Lightweight,26,13,3,10,0,13,5,2,6,0,0,1,0,0,0,0,0,0,0,0,0
Drew Fickett,Male,1979-02-09,47.0,Active,,Iowa/United States,United States,"5'11""",170,Welterweight,9,2,3,4,0,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Drew McFedries,Male,1979-02-19,47.0,Active,,Iowa/United States,United States,"6'2""",185,Middleweight,9,6,0,3,0,6,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Drex Zamboanga,Male,1996-01-05,30.0,Active,,Philippines,Philippines,"5'4""",115,Strawweight,9,1,4,4,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dricus Du Plessis,Male,1994-01-14,32.0,Active,,South Africa,South Africa,"6'1""",185,Middleweight,21,9,10,2,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Duane Bastress,Male,1986-04-17,39.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Duane Ludwig,Male,1978-05-17,47.0,Active,,Colorado/United States,United States,"5'7""",145,Featherweight,21,13,0,8,0,7,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Duda Santana,Male,1994-09-22,31.0,Active,,Brazil,Brazil,"5'6""",125,Flyweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dusko Todorovic,Male,1994-03-16,31.0,Active,,Serbia,Serbia,"6'1""",185,Middleweight,12,6,1,5,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dustin Barca,Male,1991-08-27,34.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dustin Collins-Miles,Male,1990-12-18,35.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dustin Hazelett,Male,1986-04-29,39.0,Active,,Ohio/United States,United States,"5'10""",170,Welterweight,12,2,8,2,0,6,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Dustin Jacoby,Male,1988-04-04,37.0,Active,,Colorado/United States,United States,"6'3""",205,Light Heavyweight,19,13,1,5,0,8,3,1,4,0,1,1,0,0,0,0,0,0,0,0,0
Dustin Kempf,Male,1992-06-11,33.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dustin Kimura,Male,1988-02-24,37.0,Active,,California/United States,United States,"5'7""",135,Bantamweight,13,3,7,3,0,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Dustin Neace,Male,1991-10-01,34.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dustin Ortiz,Male,1988-01-07,38.0,Active,,Texas/United States,United States,"5'4""",125,Flyweight,20,3,5,12,0,7,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0
Dustin Pague,Male,1987-05-16,39.0,Active,,Kentucky/United States,United States,"5'9""",135,Bantamweight,12,4,3,5,0,8,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0
Dustin Phillips,Male,1993-02-11,32.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dustin Poirier,Male,1989-01-19,37.0,Active,,Louisiana/United States,United States,"5'9""",155,Lightweight,30,14,7,9,0,9,4,1,4,0,0,1,0,0,0,0,0,0,0,0,0
Dustin Stoltzfus,Male,1991-12-14,34.0,Active,,Pennsylvania/United States,United States,"6'0""",185,Middleweight,15,6,6,3,0,6,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0
Dustin Stusse,Male,1990-04-08,35.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dwayne Cason,Male,1988-07-12,37.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dwayne Hinds,Male,1991-11-19,34.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dwi Ani Retno Wulan,Male,1995-03-22,30.0,Active,,Indonesia,Indonesia,"5'4""",115,Strawweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dwight Grant,Male,1984-09-04,41.0,Active,,New York/United States,United States,"6'0""",170,Welterweight,11,9,0,2,0,6,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Dylan Andrews,Male,1991-03-15,35.0,Active,,Australia,Australia,"6'0""",185,Middleweight,6,2,1,3,0,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Dylan Logan,Male,1993-07-11,32.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dylan Smith,Male,1992-05-18,33.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dylan Tuke,Male,1995-09-03,30.0,Active,,United States,United States,"5'9""",145,Featherweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
E.J. Brooks,Male,1990-02-14,36.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ebenezer Fontes Braga,Male,1993-06-09,32.0,Active,,Brazil,Brazil,"5'9""",155,Lightweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ed Carpenter,Male,1987-01-18,39.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ed Herman,Male,1980-04-02,45.0,Active,,Washington/United States,United States,"6'1""",205,Light Heavyweight,26,9,8,9,0,14,6,3,5,0,0,1,0,0,0,0,0,0,0,0,0
Ed Ruth,Male,1991-01-21,34.0,Active,,Pennsylvania/United States,United States,"5'8""",170,Welterweight,8,4,1,3,0,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Ed West,Male,1974-01-06,52.0,Active,,United States,United States,"5'9""",155,Lightweight,17,8,2,7,0,11,4,3,4,0,0,1,0,0,0,0,0,0,0,0,0
Eddey Kalai,Male,1993-07-18,32.0,Active,,France,France,"6'0""",185,Middleweight,4,2,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Eddie Alvarez,Male,1984-01-11,42.0,Active,,Pennsylvania/United States,United States,"5'6""",155,Lightweight,30,18,6,6,0,8,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0
Eddie Castillo,Male,1988-05-09,37.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Eddie Gordon,Male,1983-05-17,42.0,Active,,New Jersey/United States,United States,"5'11""",185,Middleweight,8,4,2,2,0,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Eddie Larrea,Male,1992-09-04,33.0,Active,,United States,United States,"5'8""",135,Bantamweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Eddie Mendez,Male,1991-11-12,34.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Eddie Ng,Male,1993-03-21,32.0,Active,,Hong Kong,Hong Kong,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Eddie Ruiz,Male,1986-10-14,39.0,Active,,United States,United States,"5'9""",155,Lightweight,4,2,1,1,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Eddie Sanchez,Male,1980-03-17,45.0,Active,,United States,United States,"6'1""",265,Heavyweight,14,10,1,3,0,6,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Eddie Wineland,Male,1984-01-26,42.0,Active,,Indiana/United States,United States,"5'6""",135,Bantamweight,23,13,2,8,0,15,5,3,7,0,0,1,0,0,0,0,0,0,0,0,0
Eddie Yagin,Male,1976-04-16,50.0,Active,,Oregon/United States,United States,"5'8""",145,Featherweight,16,5,5,6,0,10,3,3,4,0,0,1,0,0,0,0,0,0,0,0,0
Ederson Cristian Macedo,Male,1989-08-03,36.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,6,3,1,2,0,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Edgar Garcia,Male,1992-12-19,33.0,Active,,United States,United States,"5'7""",135,Bantamweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Edilah Nadrah Johany,Male,1995-05-14,30.0,Active,,Malaysia,Malaysia,"5'5""",115,Strawweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Edilberto de Oliveira,Male,1984-06-07,41.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,13,6,3,4,0,9,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0
Edimilson Souza,Male,1986-10-23,39.0,Active,,Brazil,Brazil,"5'8""",145,Featherweight,22,13,3,6,0,7,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0
Edmen Shahbazyan,Male,1997-11-20,28.0,Active,,California/United States,United States,"6'2""",185,Middleweight,13,11,1,1,0,5,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Ednaldo Oliveira,Male,1985-04-11,40.0,Active,,Brazil,Brazil,"5'9""",155,Lightweight,5,2,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Edson Barboza,Male,1986-01-21,40.0,Active,,Brazil,Brazil,"5'11""",145,Featherweight,24,14,1,9,0,12,4,3,5,0,0,1,0,0,0,0,0,0,0,0,0
Edson Berto,Male,1991-09-07,34.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Edson Diniz,Male,1989-06-12,36.0,Active,,Brazil,Brazil,"5'11""",205,Light Heavyweight,4,3,0,1,0,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Edson Marques,Male,1990-03-05,36.0,Active,,Brazil,Brazil,"5'8""",145,Featherweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Eduard Folayang,Male,1984-11-22,41.0,Active,,Philippines,Philippines,"5'6""",155,Lightweight,22,9,2,11,0,12,4,1,7,0,0,1,0,0,0,0,0,0,0,0,0
Eduard Muravitskiy,Male,1991-01-03,35.0,Active,,Russia,Russia,"6'0""",170,Welterweight,6,3,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Eduardo Bustillos,Male,1993-02-14,32.0,Active,,Mexico,Mexico,"5'9""",135,Bantamweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Eduardo Dantas,Male,1989-03-04,37.0,Active,,Brazil,Brazil,"5'6""",135,Bantamweight,21,6,8,7,0,6,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Eduardo Guedes,Male,1987-06-09,38.0,Active,,Brazil,Brazil,"6'0""",185,Middleweight,6,3,1,2,0,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Eduardo Novaes,Male,1994-11-18,31.0,Active,,Brazil,Brazil,"5'7""",135,Bantamweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Edward Faaloloto,Male,1990-08-27,35.0,Active,,United States,United States,"6'0""",265,Heavyweight,3,2,0,1,0,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Edward Kelly,Male,1994-07-07,31.0,Active,,Philippines,Philippines,"5'7""",145,Featherweight,15,7,5,3,0,6,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Edward Thommes,Male,1988-05-14,37.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Edwin Aguilar,Male,1986-08-06,39.0,Active,,Guatemala,Guatemala,"5'7""",145,Featherweight,22,10,6,6,0,9,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0
Edwin Dewees,Male,1980-10-18,45.0,Active,,United States,United States,"6'1""",185,Middleweight,15,5,4,6,0,9,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0
